eoi,year,observed,prediction,n,n_sampled,stratum,method,protocol
SK0048A,2025,0.19674789915966387,0.30204426024621844,119,119,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0050A,2024,0.9373400000000001,0.9516930692666666,165,165,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0050A,2025,0.855475,0.8443151028583333,120,120,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0061A,2024,0.3596550458715596,0.35136822288073394,109,109,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0061A,2025,0.28588617886178863,0.38227004370731704,123,123,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0066A,2024,1.408934328358209,1.383768641141791,134,134,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0066A,2025,1.2047874015748032,1.0233526621732285,127,127,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0070A,2024,2.183129166666667,2.3666442863854167,96,96,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0070A,2025,1.8754318181818184,1.8508758323863637,88,88,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0071A,2024,2.0584204918032785,1.973716187204918,122,122,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0071A,2025,1.5632685185185184,1.4847739532129631,108,108,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0076A,2024,0.49729646017699114,0.34838641600000003,113,113,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0076A,2025,0.39205555555555555,0.40336198640277776,108,108,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0078A,2024,2.155560344827586,2.1514120713448275,116,116,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0078A,2025,2.0732371134020617,2.143124844989691,97,97,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0214A,2024,1.0126264462809917,1.1175429845123968,121,121,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0214A,2025,1.1335981308411216,0.9914541367102804,107,107,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0263A,2024,0.7357486725663717,0.782008880738938,113,113,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0263A,2025,0.7383177570093458,0.7268605218831776,107,107,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0265A,2024,1.7921026785714285,1.745671041017857,112,112,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0265A,2025,1.9814957264957265,1.8189420852222222,117,117,higher,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0269A,2024,0.5201866071428571,0.48319716209821434,112,112,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0269A,2025,0.46375714285714287,0.46301463415714283,140,140,lower,G_PLUS_P|log1p|uniform|strict18|500m,block30
SK0002A,2024,0.48551416666666664,0.6874837223583333,120,120,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0002A,2025,0.3338931297709924,0.5162317507709924,131,131,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0004R,2024,0.2383132530120482,0.3446579233373494,166,166,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0004R,2025,0.23638787878787879,0.39557880448303034,165,165,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0006R,2024,0.2191146551724138,0.4480365179612069,116,116,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0006R,2025,0.30306722689075627,0.4912745990092437,119,119,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0008A,2024,1.7399993589743592,1.8952715887307692,156,156,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0008A,2025,1.419208,1.5766443360559999,125,125,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0018A,2024,6.173277118644068,0.7137030380383051,118,118,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0018A,2025,5.750974789915967,0.7976756654789915,119,119,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0020A,2024,1.3145647540983607,1.0312249451094262,122,122,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0020A,2025,1.554148514851485,1.1558877276930692,101,101,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0025A,2024,3.4843,3.051431566322314,121,121,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0025A,2025,2.374333333333333,2.0801119406842106,114,114,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0039A,2024,1.0412450381679388,1.1755447357900763,131,131,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0039A,2025,1.1465474860335196,1.4470551274692738,179,179,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0045A,2024,0.5517336538461538,0.4916829754230769,104,104,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0045A,2025,0.4586486486486486,0.45329405599999995,74,74,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0048A,2024,0.19027164179104478,0.784702708522388,134,134,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0048A,2025,0.19674789915966387,0.9302982498823529,119,119,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0050A,2024,0.9373400000000001,0.8950328027939394,165,165,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0050A,2025,0.855475,0.79487577265,120,120,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0061A,2024,0.3596550458715596,0.473519917440367,109,109,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0061A,2025,0.28588617886178863,0.4525124006585366,123,123,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0066A,2024,1.408934328358209,1.2344066347089553,134,134,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0066A,2025,1.2047874015748032,0.9281261442598425,127,127,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0070A,2024,2.183129166666667,2.078186303854167,96,96,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0070A,2025,1.8754318181818184,1.6330022614772728,88,88,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0071A,2024,2.0584204918032785,1.8226550203360656,122,122,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0071A,2025,1.5632685185185184,1.4566570882037038,108,108,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0076A,2024,0.49729646017699114,0.26687774704424777,113,113,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0076A,2025,0.39205555555555555,1.2062961268981482,108,108,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0078A,2024,2.155560344827586,1.7991175912758621,116,116,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0078A,2025,2.0732371134020617,1.8376069812371132,97,97,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0214A,2024,1.0126264462809917,1.004717035123967,121,121,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0214A,2025,1.1335981308411216,0.9002721725327103,107,107,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0263A,2024,0.7357486725663717,0.7022299736548673,113,113,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0263A,2025,0.7383177570093458,0.6677464528037383,107,107,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0265A,2024,1.7921026785714285,1.3583952840892857,112,112,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0265A,2025,1.9814957264957265,1.4562743796837607,117,117,higher,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0269A,2024,0.5201866071428571,0.4667702290267857,112,112,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0269A,2025,0.46375714285714287,0.41151264659285713,140,140,lower,G_PLUS_P|log1p|uniform|strict18|500m,loso
SK0002A,2024,0.48551416666666664,0.4215046715083333,120,120,lower,G|log1p|uniform|permissive|500m,block30
SK0002A,2025,0.3338931297709924,0.4403565421450382,131,131,lower,G|log1p|uniform|permissive|500m,block30
SK0004R,2024,0.2383132530120482,0.23076360201951807,166,166,lower,G|log1p|uniform|permissive|500m,block30
SK0004R,2025,0.23638787878787879,0.2612581832818182,165,165,lower,G|log1p|uniform|permissive|500m,block30
SK0006R,2024,0.2191146551724138,0.25077449819310343,116,116,lower,G|log1p|uniform|permissive|500m,block30
SK0006R,2025,0.30306722689075627,0.25923889101596637,119,119,lower,G|log1p|uniform|permissive|500m,block30
SK0008A,2024,1.7399993589743592,1.6935703850576924,156,156,higher,G|log1p|uniform|permissive|500m,block30
SK0008A,2025,1.419208,1.532219872,125,125,higher,G|log1p|uniform|permissive|500m,block30
SK0018A,2024,6.173277118644068,4.270136902033898,118,118,higher,G|log1p|uniform|permissive|500m,block30
SK0018A,2025,5.750974789915967,4.24234611092437,119,119,higher,G|log1p|uniform|permissive|500m,block30
SK0020A,2024,1.3145647540983607,1.178156580295082,122,122,higher,G|log1p|uniform|permissive|500m,block30
SK0020A,2025,1.554148514851485,1.3994077742475246,101,101,higher,G|log1p|uniform|permissive|500m,block30
SK0025A,2024,3.4843,3.3295346642644628,121,121,higher,G|log1p|uniform|permissive|500m,block30
SK0025A,2025,2.374333333333333,2.3684585629122807,114,114,higher,G|log1p|uniform|permissive|500m,block30
SK0039A,2024,1.0412450381679388,1.0069729494198472,131,131,higher,G|log1p|uniform|permissive|500m,block30
SK0039A,2025,1.1465474860335196,1.078003652265363,179,179,higher,G|log1p|uniform|permissive|500m,block30
SK0045A,2024,0.5517336538461538,0.42169870822115385,104,104,lower,G|log1p|uniform|permissive|500m,block30
SK0045A,2025,0.4586486486486486,0.4860481717432433,74,74,lower,G|log1p|uniform|permissive|500m,block30
SK0048A,2024,0.19027164179104478,0.20042677735820896,134,134,lower,G|log1p|uniform|permissive|500m,block30
SK0048A,2025,0.19674789915966387,0.2778391544277311,119,119,lower,G|log1p|uniform|permissive|500m,block30
SK0050A,2024,0.9373400000000001,0.9538172193454546,165,165,lower,G|log1p|uniform|permissive|500m,block30
SK0050A,2025,0.855475,0.960304458025,120,120,lower,G|log1p|uniform|permissive|500m,block30
SK0061A,2024,0.3596550458715596,0.3087474820825688,109,109,lower,G|log1p|uniform|permissive|500m,block30
SK0061A,2025,0.28588617886178863,0.37983757426016257,123,123,lower,G|log1p|uniform|permissive|500m,block30
SK0066A,2024,1.408934328358209,1.217299334216418,134,134,higher,G|log1p|uniform|permissive|500m,block30
SK0066A,2025,1.2047874015748032,1.1399987517228347,127,127,higher,G|log1p|uniform|permissive|500m,block30
SK0070A,2024,2.183129166666667,2.1123760480833336,96,96,higher,G|log1p|uniform|permissive|500m,block30
SK0070A,2025,1.8754318181818184,1.7974317577272727,88,88,higher,G|log1p|uniform|permissive|500m,block30
SK0071A,2024,2.0584204918032785,1.8612368292459016,122,122,higher,G|log1p|uniform|permissive|500m,block30
SK0071A,2025,1.5632685185185184,1.6513866157685186,108,108,higher,G|log1p|uniform|permissive|500m,block30
SK0076A,2024,0.49729646017699114,0.36556282782300886,113,113,lower,G|log1p|uniform|permissive|500m,block30
SK0076A,2025,0.39205555555555555,0.47021761112685184,108,108,lower,G|log1p|uniform|permissive|500m,block30
SK0078A,2024,2.155560344827586,2.013866727387931,116,116,higher,G|log1p|uniform|permissive|500m,block30
SK0078A,2025,2.0732371134020617,1.9576714126082475,97,97,higher,G|log1p|uniform|permissive|500m,block30
SK0214A,2024,1.0126264462809917,1.0093879022231405,121,121,higher,G|log1p|uniform|permissive|500m,block30
SK0214A,2025,1.1335981308411216,0.9563134219439252,107,107,higher,G|log1p|uniform|permissive|500m,block30
SK0263A,2024,0.7357486725663717,0.7530162803451327,113,113,lower,G|log1p|uniform|permissive|500m,block30
SK0263A,2025,0.7383177570093458,0.7784782090158878,107,107,lower,G|log1p|uniform|permissive|500m,block30
SK0265A,2024,1.7921026785714285,1.577211966875,112,112,higher,G|log1p|uniform|permissive|500m,block30
SK0265A,2025,1.9814957264957265,1.858691690111111,117,117,higher,G|log1p|uniform|permissive|500m,block30
SK0269A,2024,0.5201866071428571,0.4593266677160714,112,112,lower,G|log1p|uniform|permissive|500m,block30
SK0269A,2025,0.46375714285714287,0.45904608712142864,140,140,lower,G|log1p|uniform|permissive|500m,block30
SK0002A,2024,0.48551416666666664,0.5188570293625,120,120,lower,G|log1p|uniform|permissive|500m,loso
SK0002A,2025,0.3338931297709924,0.44938787770992367,131,131,lower,G|log1p|uniform|permissive|500m,loso
SK0004R,2024,0.2383132530120482,0.39535016292469877,166,166,lower,G|log1p|uniform|permissive|500m,loso
SK0004R,2025,0.23638787878787879,0.4417890064309091,165,165,lower,G|log1p|uniform|permissive|500m,loso
SK0006R,2024,0.2191146551724138,0.4829456388836207,116,116,lower,G|log1p|uniform|permissive|500m,loso
SK0006R,2025,0.30306722689075627,0.5028081389495799,119,119,lower,G|log1p|uniform|permissive|500m,loso
SK0008A,2024,1.7399993589743592,2.1179814452564103,156,156,higher,G|log1p|uniform|permissive|500m,loso
SK0008A,2025,1.419208,1.76938484176,125,125,higher,G|log1p|uniform|permissive|500m,loso
SK0018A,2024,6.173277118644068,1.1863674548644068,118,118,higher,G|log1p|uniform|permissive|500m,loso
SK0018A,2025,5.750974789915967,1.2735345284957982,119,119,higher,G|log1p|uniform|permissive|500m,loso
SK0020A,2024,1.3145647540983607,0.8572305922377049,122,122,higher,G|log1p|uniform|permissive|500m,loso
SK0020A,2025,1.554148514851485,0.9742660329485148,101,101,higher,G|log1p|uniform|permissive|500m,loso
SK0025A,2024,3.4843,2.4295390903305782,121,121,higher,G|log1p|uniform|permissive|500m,loso
SK0025A,2025,2.374333333333333,1.8047542841929824,114,114,higher,G|log1p|uniform|permissive|500m,loso
SK0039A,2024,1.0412450381679388,1.2820659544007633,131,131,higher,G|log1p|uniform|permissive|500m,loso
SK0039A,2025,1.1465474860335196,1.35131031094581,179,179,higher,G|log1p|uniform|permissive|500m,loso
SK0045A,2024,0.5517336538461538,1.411012935769231,104,104,lower,G|log1p|uniform|permissive|500m,loso
SK0045A,2025,0.4586486486486486,1.432797238783784,74,74,lower,G|log1p|uniform|permissive|500m,loso
SK0048A,2024,0.19027164179104478,2.7221041082835824,134,134,lower,G|log1p|uniform|permissive|500m,loso
SK0048A,2025,0.19674789915966387,2.660327863865546,119,119,lower,G|log1p|uniform|permissive|500m,loso
SK0050A,2024,0.9373400000000001,0.9561543914181818,165,165,lower,G|log1p|uniform|permissive|500m,loso
SK0050A,2025,0.855475,0.92936494485,120,120,lower,G|log1p|uniform|permissive|500m,loso
SK0061A,2024,0.3596550458715596,0.3777166337522936,109,109,lower,G|log1p|uniform|permissive|500m,loso
SK0061A,2025,0.28588617886178863,0.35556741658943086,123,123,lower,G|log1p|uniform|permissive|500m,loso
SK0066A,2024,1.408934328358209,1.0465365756082088,134,134,higher,G|log1p|uniform|permissive|500m,loso
SK0066A,2025,1.2047874015748032,0.9190498079133859,127,127,higher,G|log1p|uniform|permissive|500m,loso
SK0070A,2024,2.183129166666667,2.8031115440625,96,96,higher,G|log1p|uniform|permissive|500m,loso
SK0070A,2025,1.8754318181818184,2.5125284120454547,88,88,higher,G|log1p|uniform|permissive|500m,loso
SK0071A,2024,2.0584204918032785,1.9400202189836064,122,122,higher,G|log1p|uniform|permissive|500m,loso
SK0071A,2025,1.5632685185185184,1.7365806595,108,108,higher,G|log1p|uniform|permissive|500m,loso
SK0076A,2024,0.49729646017699114,1.8700089018584072,113,113,lower,G|log1p|uniform|permissive|500m,loso
SK0076A,2025,0.39205555555555555,2.0212792962037036,108,108,lower,G|log1p|uniform|permissive|500m,loso
SK0078A,2024,2.155560344827586,1.9985697066379309,116,116,higher,G|log1p|uniform|permissive|500m,loso
SK0078A,2025,2.0732371134020617,1.9620860754639176,97,97,higher,G|log1p|uniform|permissive|500m,loso
SK0214A,2024,1.0126264462809917,0.6909457832809917,121,121,higher,G|log1p|uniform|permissive|500m,loso
SK0214A,2025,1.1335981308411216,0.6992768772,107,107,higher,G|log1p|uniform|permissive|500m,loso
SK0263A,2024,0.7357486725663717,0.7261338766106195,113,113,lower,G|log1p|uniform|permissive|500m,loso
SK0263A,2025,0.7383177570093458,0.6475693285700935,107,107,lower,G|log1p|uniform|permissive|500m,loso
SK0265A,2024,1.7921026785714285,0.8391145075285714,112,112,higher,G|log1p|uniform|permissive|500m,loso
SK0265A,2025,1.9814957264957265,0.9943229450743589,117,117,higher,G|log1p|uniform|permissive|500m,loso
SK0269A,2024,0.5201866071428571,0.4660299111875,112,112,lower,G|log1p|uniform|permissive|500m,loso
SK0269A,2025,0.46375714285714287,0.38920844871428567,140,140,lower,G|log1p|uniform|permissive|500m,loso
SK0002A,2024,0.48551416666666664,0.45229152911666665,120,120,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0002A,2025,0.3338931297709924,0.388711973519084,131,131,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0004R,2024,0.2383132530120482,0.23124491795783134,166,166,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0004R,2025,0.23638787878787879,0.25582913121818185,165,165,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0006R,2024,0.2191146551724138,0.2338065474310345,116,116,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0006R,2025,0.30306722689075627,0.22859923093277312,119,119,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0008A,2024,1.7399993589743592,1.6316778127628204,156,156,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0008A,2025,1.419208,1.4376592377439998,125,125,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0018A,2024,6.173277118644068,3.713306612457627,118,118,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0018A,2025,5.750974789915967,3.4560148343697477,119,119,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0020A,2024,1.3145647540983607,1.2456186598770491,122,122,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0020A,2025,1.554148514851485,1.4473413802772277,101,101,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0025A,2024,3.4843,3.4144162304710743,121,121,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0025A,2025,2.374333333333333,2.225050287657895,114,114,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0039A,2024,1.0412450381679388,0.9394224823511451,131,131,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0039A,2025,1.1465474860335196,1.2363660916368715,179,179,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0045A,2024,0.5517336538461538,0.5022583381634615,104,104,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0045A,2025,0.4586486486486486,0.48167671468918916,74,74,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0048A,2024,0.19027164179104478,0.19876664836567165,134,134,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0048A,2025,0.19674789915966387,0.24625232264705882,119,119,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0050A,2024,0.9373400000000001,0.9290894123757575,165,165,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0050A,2025,0.855475,0.8335931304916666,120,120,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0061A,2024,0.3596550458715596,0.3359538343302752,109,109,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0061A,2025,0.28588617886178863,0.365804513,123,123,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0066A,2024,1.408934328358209,1.3814686864402985,134,134,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0066A,2025,1.2047874015748032,1.087935024480315,127,127,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0070A,2024,2.183129166666667,2.1185089964375,96,96,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0070A,2025,1.8754318181818184,1.720392203715909,88,88,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0071A,2024,2.0584204918032785,1.7413827465655738,122,122,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0071A,2025,1.5632685185185184,1.3647679687222223,108,108,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0076A,2024,0.49729646017699114,0.3456523754159292,113,113,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0076A,2025,0.39205555555555555,0.3875027897592592,108,108,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0078A,2024,2.155560344827586,1.9535378513965518,116,116,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0078A,2025,2.0732371134020617,1.8597715888453608,97,97,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0214A,2024,1.0126264462809917,0.9721003660661157,121,121,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0214A,2025,1.1335981308411216,0.932477410457944,107,107,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0263A,2024,0.7357486725663717,0.7315078480088496,113,113,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0263A,2025,0.7383177570093458,0.6680511369813084,107,107,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0265A,2024,1.7921026785714285,1.7344962477142858,112,112,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0265A,2025,1.9814957264957265,1.8454133132905983,117,117,higher,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0269A,2024,0.5201866071428571,0.4684850949642857,112,112,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0269A,2025,0.46375714285714287,0.4359978673928571,140,140,lower,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30
SK0002A,2024,0.48551416666666664,0.45728406962499996,120,120,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0002A,2025,0.3338931297709924,0.4031781180839695,131,131,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0004R,2024,0.2383132530120482,0.23710040418072287,166,166,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0004R,2025,0.23638787878787879,0.26519412828363637,165,165,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0006R,2024,0.2191146551724138,0.23889177689655175,116,116,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0006R,2025,0.30306722689075627,0.24225617593781512,119,119,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0008A,2024,1.7399993589743592,1.7446346939102564,156,156,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0008A,2025,1.419208,1.410550011608,125,125,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0018A,2024,6.173277118644068,4.841861121271187,118,118,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0018A,2025,5.750974789915967,4.262393692184874,119,119,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0020A,2024,1.3145647540983607,1.3631625673606558,122,122,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0020A,2025,1.554148514851485,1.437058485019802,101,101,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0025A,2024,3.4843,3.4864385808347107,121,121,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0025A,2025,2.374333333333333,2.2089423855701753,114,114,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0039A,2024,1.0412450381679388,1.0846357335114505,131,131,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0039A,2025,1.1465474860335196,1.174692234244134,179,179,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0045A,2024,0.5517336538461538,0.5279452850576922,104,104,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0045A,2025,0.4586486486486486,0.5113060078459459,74,74,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0048A,2024,0.19027164179104478,0.18722033720597014,134,134,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0048A,2025,0.19674789915966387,0.2644842091789916,119,119,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0050A,2024,0.9373400000000001,1.0097518683939395,165,165,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0050A,2025,0.855475,0.8631909785249999,120,120,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0061A,2024,0.3596550458715596,0.3542810599449541,109,109,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0061A,2025,0.28588617886178863,0.38050492727967483,123,123,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0066A,2024,1.408934328358209,1.5188741641417909,134,134,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0066A,2025,1.2047874015748032,1.1416913705039369,127,127,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0070A,2024,2.183129166666667,2.291570165125,96,96,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0070A,2025,1.8754318181818184,1.7467600563749999,88,88,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0071A,2024,2.0584204918032785,1.9131880436557376,122,122,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0071A,2025,1.5632685185185184,1.4102428580648148,108,108,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0076A,2024,0.49729646017699114,0.3719979334424779,113,113,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0076A,2025,0.39205555555555555,0.4314385031759259,108,108,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0078A,2024,2.155560344827586,2.0645426960172415,116,116,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0078A,2025,2.0732371134020617,1.9840353704432987,97,97,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0214A,2024,1.0126264462809917,1.0459265395950412,121,121,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0214A,2025,1.1335981308411216,0.9597038926046729,107,107,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0263A,2024,0.7357486725663717,0.8039435939070796,113,113,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0263A,2025,0.7383177570093458,0.7697455146308412,107,107,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0265A,2024,1.7921026785714285,1.7969875500892858,112,112,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0265A,2025,1.9814957264957265,1.8725455684700854,117,117,higher,M_AUX|log1p|uniform|permissive|2km_exact,block30
