method_a,method_b,protocol,estimand,support,scope,period,metric,units,direction,estimate,ci_low,ci_high,n,n_stations,n_blocks,resampling,seed,replicates,support_sha256
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.04788731339934611,0.03326690262140942,0.06375751388329469,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.043963225038818485,-0.07344135644578748,-0.009818794979328084,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.04079860618036674,-0.06793424246275746,-0.014479987882547514,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.06831891901171662,0.04930718983578597,0.08717135079880026,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.0008710324097043406,-0.006463916618936279,0.010421574345475788,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.002755935412135195,-0.004853358906930857,0.00993769376035086,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.027455707786975585,0.013686622171878906,0.04405840275399567,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.11123990358887648,-0.20441636119979573,0.0016702444180334993,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.011237946915773178,-0.038965014902159485,0.008649064307456506,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.10197293667635488,0.04123243711102794,0.20742326684686824,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.01573505167135647,-0.043010692145071694,0.009986470796141076,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0011942549187201612,-0.011395138771271473,0.011582779895849092,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.054608920384577486,0.036416823277094015,0.07642701364564167,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.027867152280709573,-0.06614964412858444,0.01070527174483494,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0048651645118213405,-0.026953097450507914,0.015675195717234615,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.08335430451599832,0.057591583759374815,0.11242365505567947,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.009042358151054697,-0.014080934286123838,0.02948645652883132,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.007095902647245689,-0.0010236177780098416,0.016657884746845677,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,dispersed_mod9,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.026611992145919444,0.011581693800485232,0.044361795715833534,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.05769645320610861,-0.005426535540708294,0.14844078454422216,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.07331674191560034,0.042703095445560384,0.11035356030974211,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.16907411734111025,0.08028438278094509,0.288614079835194,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.09242481853942175,0.023328059080746276,0.16693323393461926,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.06480609620331612,0.038616952496065705,0.0955098028881726,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.12300997296350163,0.07076322136690993,0.18957303731336167,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.10567892167415849,0.013051488524957725,0.2010988538009792,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.07429234867802831,0.03588971667629581,0.11939580477706675,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.16152055183241437,0.0882052152580258,0.24686356043562144,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.08642078538221015,0.02468197483726135,0.16874432596658212,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.055566841352030105,0.034472035009943926,0.08151949068999381,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.08550211055008543,0.044148402796198014,0.14187119927989547,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.13795049572573898,-0.3390780566952056,0.10778769133377585,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.013064141597896511,-0.11044934505619457,0.09234993901129966,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.17311883000428308,0.1053126272833651,0.2774602969218359,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.08066217910109587,0.041765458639498196,0.11820498736872695,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.06936742477907673,0.03976422925064078,0.09946855460584454,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.1261246954032118,0.09831356954635337,0.156124152638447,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.1008366444539836,0.03330372882881163,0.157781616329371,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.08246648744917831,0.025183163134800124,0.13552527960731114,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.16333754172405204,0.12620717341897242,0.20635060397097937,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.05403704348954472,0.03544313347486442,0.07258966390223445,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.056268362108975206,0.03581730468644933,0.07589732206689254,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.08891184908237154,0.06532981967872228,0.11135282860580513,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.009042609141939772,-0.1047373001939597,0.2301896051646746,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.06926470189854206,-0.004024301357118917,0.1690497127122718,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.17534248712248388,0.0867484037688578,0.27130158940337484,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.11749868631574611,-0.002759514043412991,0.26015617383359085,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.08651516456708364,0.020821078823784117,0.17626516238640805,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.16581324991519167,0.07335169684575522,0.26512085223853277,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.01393890409055154,-0.07911397778220268,0.08669522710444187,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.03848603906448622,-0.010646949302645906,0.07612443631975928,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.1904706977684294,0.12811105002884196,0.2660618419147954,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.27175520847864754,0.05217720074021706,0.5000391454763768,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.13329373513389342,0.01969734743098296,0.30443052524263686,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.1417978186049186,-0.00064072291970785,0.327932545340321,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.038994317859795125,-0.13579550564361817,0.2495490697936981,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0007806138966621745,-0.09589906406232349,0.10920736220957261,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.18602985625752336,0.10503622769424027,0.2758197299600385,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.12595192378368386,-0.06015269137487499,0.27904960320451744,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.019343214250876428,-0.07122698806565073,0.12599095243546524,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.17680777941101827,0.09221737698802245,0.2661586392136416,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.05725057833571462,-0.15853451210582312,0.0477786669207079,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.05884860877897885,-0.15438463723032486,0.03695474789498547,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.2014698071138535,0.1319087370437367,0.27953076206017047,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.26256188668262526,-0.003029726991697431,0.4467600692911014,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.09753503728073162,-0.03498439380156987,0.2756703910163286,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|identity|uniform|permissive|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.15214575170818304,0.021089292915846637,0.32039889830328006,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.4598993356222436,-0.7676646308749256,-0.25287556666616423,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2979101307518444,-0.49958218483563877,-0.13974966236791592,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.0685665685202096,-0.2631095261618677,0.08686447824007484,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.5376982697713719,-0.8336307035883651,-0.27202663254180687,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2530031727215847,-0.4506734854790879,-0.12041399384843116,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.017017098842899543,-0.1515821544449478,0.10132836002205574,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
