method_a,method_b,protocol,estimand,support,scope,period,metric,units,direction,estimate,ci_low,ci_high,n,n_stations,n_blocks,resampling,seed,replicates,support_sha256
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.240440081366317,-0.4107654341721759,-0.16854020085107577,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.11975747783639024,-0.17037792957964165,-0.07344342645437318,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.09152485616926508,0.04585653467580909,0.14493162195148868,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.32069392560672927,-0.43402896894720044,-0.20647974946420705,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.11487726397349346,-0.16634595955453302,-0.06882925996229174,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.07100222372947032,0.03784083683104838,0.10636299865715257,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.4696744030379669,-0.5964873963746561,-0.35199570437034544,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.21089967560668332,-0.2621693691732823,-0.15986818404504433,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.13557364088989138,0.09972501509492038,0.1684053069411015,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.04158272239107991,-0.08556026148805944,0.009756474340592776,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.021355029046781965,-0.04154036956126321,-0.0028900490343844493,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.008112080246131,-0.013060814901927602,0.02674729447095449,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2648911436547188,-0.35148795294415125,-0.18713949729356186,4975,21,1,station,20260921,2000,19a35dd1186b26b49235083be6f112b8c39c7e2e0145c1c965df4079bcf9eade
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.09730026675336878,-0.13930237447581248,-0.0562217258153377,4975,21,1,station,20260921,2000,19a35dd1186b26b49235083be6f112b8c39c7e2e0145c1c965df4079bcf9eade
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.06996317136498698,0.03668755760588322,0.10535245745514538,4975,21,1,station,20260921,2000,19a35dd1186b26b49235083be6f112b8c39c7e2e0145c1c965df4079bcf9eade
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.274160959717043,-0.366971750644373,-0.17473483108218513,4748,20,1,station,20260921,2000,611ef75b58f8b3b6afbd585a0257e961a96926f46d6d389a1386ad2770fd3d16
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.08951840809562134,-0.13091164218002405,-0.05283678560768758,4748,20,1,station,20260921,2000,611ef75b58f8b3b6afbd585a0257e961a96926f46d6d389a1386ad2770fd3d16
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.057369742957205136,0.032983133110060056,0.08350556664123276,4748,20,1,station,20260921,2000,611ef75b58f8b3b6afbd585a0257e961a96926f46d6d389a1386ad2770fd3d16
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.40309635636459995,-0.4904734894677672,-0.30132758207981514,2369,10,1,station,20260921,2000,15ca08eb0b081b2ef7b2625ca3e84358f127001b8ac16fc303e4501682b29cba
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.16525767546998726,-0.20734001163776003,-0.1222339533305951,2369,10,1,station,20260921,2000,15ca08eb0b081b2ef7b2625ca3e84358f127001b8ac16fc303e4501682b29cba
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.09464499649151539,0.05767198889956328,0.13056055330379587,2369,10,1,station,20260921,2000,15ca08eb0b081b2ef7b2625ca3e84358f127001b8ac16fc303e4501682b29cba
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.021833771897687704,-0.06154984554389851,0.026429687634869442,2379,10,1,station,20260921,2000,f1b601960a9973deafaebfad81ae10654638181d9c4f9178b446019ffca52cc0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.01409750670433374,-0.029266062967092915,0.0024276072343062186,2379,10,1,station,20260921,2000,f1b601960a9973deafaebfad81ae10654638181d9c4f9178b446019ffca52cc0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,season_year_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.020251173969066838,0.0024634249539793444,0.037046126218908015,2379,10,1,station,20260921,2000,f1b601960a9973deafaebfad81ae10654638181d9c4f9178b446019ffca52cc0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2226038446451859,-0.29018717106138364,-0.1617613636735905,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.08191329277622528,-0.1204505562081587,-0.046423853665320654,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.0749648432380448,0.03214967287121614,0.12280176494129812,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2275683966284966,-0.302637497150344,-0.1467629259275291,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.07201661740894688,-0.10809384756800118,-0.04062432788542554,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.05666505377749587,0.027077775572320925,0.0883528471643186,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.3270508935831118,-0.4172120729835029,-0.24472064726981435,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.13403184985012517,-0.17961784654554586,-0.094157597128834,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.07551929987268167,0.021663316756785057,0.12545856870556923,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.04475525049712997,-0.09510220990962205,0.0010445286719451168,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.01161610216721315,-0.02467205503193191,-0.000631069583512569,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|permissive|500m,G|log1p|uniform|permissive|500m,calendar_season_out,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.03830172377266476,0.01423382691654196,0.06623139985703044,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2421811918681238,-0.4272035977102904,-0.11606862001390558,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.10425683386383561,-0.1995662223125043,-0.03781692244843116,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.048663901406103355,-0.022070223674455547,0.15031546499978438,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.26398326793075155,-0.46584443347000587,-0.08828764056943382,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.09787915260161995,-0.19806499019729862,-0.034755598531876604,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.030321815021776596,-0.025178157628549448,0.09991527490788303,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.3813592236064032,-0.6361149693311523,-0.1378352468582212,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.17019086045726817,-0.3181664552158086,-0.059159258628324184,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.06510915637957393,-0.02990126467763288,0.18695536371956528,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.04668503306865107,-0.11910586373802215,0.016234945984879828,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.02745025569095197,-0.0617333927543874,-0.002647377050094632,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.003559753412139953,-0.040175574101574824,0.027571686906678328,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.09507716368102187,-0.16475369801387266,-0.003909996035424394,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.037821868393352734,-0.08110186258221234,-0.006620817388319617,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.0500495270677295,0.01284999305416153,0.09693791893776588,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.015879372498181804,-0.03242297114241347,0.00031707322181078043,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.018440426209491684,-0.03397711290174438,-0.0023826120071228376,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.03127946781758728,0.006968864424547506,0.05797575659872666,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.019461177747526093,-0.04463792287186515,0.008155986552647302,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.022487352431976304,-0.04967919043296763,0.0069088320235704236,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.06614733477373719,0.02894392242395527,0.10642738209542113,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.011214826002146482,-0.02341972028820576,-0.00019368943029462752,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.014393499987007084,-0.02525254227364581,-0.0030501108749808425,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.003588399138562612,-0.021272083996903196,0.01149960599975824,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.22371435750876056,-0.7275937538102375,-0.01872203645270336,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.27453111622502857,-0.5111265538094497,-0.11011081968759014,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.1860877957741855,-0.4463921490226367,0.01997824630195233,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.5269875882983043,-0.7810696279133778,-0.2801492255787697,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2982312104026484,-0.5175006874869696,-0.12888820526644754,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.17201137403346042,-0.43438946914927934,0.0367126450454729,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.43297995062545325,-0.5851138238647611,-0.28027690227617896,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.22346878046175855,-0.3073542641309678,-0.14354822686121307,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.02582085635315373,-0.18526858696705686,0.23015244072035654,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.6700278790890799,-1.108376775289908,-0.15366850051973854,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.37104701889674535,-0.7815093065359091,-0.0659532460316164,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.3646925618062653,-0.8016618757172731,-0.02966165407499089,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.11253098131166017,-0.7127573256849561,0.11470579658060646,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2398951929146606,-0.474612523468074,-0.04804659129681367,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.20548590128531394,-0.47200539109884626,0.013611131655619484,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.4880585676672698,-0.7705498089071269,-0.1710140669163499,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2756030345564664,-0.4957657863669899,-0.09344896059915682,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
