method_a,method_b,protocol,estimand,support,scope,period,metric,units,direction,estimate,ci_low,ci_high,n,n_stations,n_blocks,resampling,seed,replicates,support_sha256,n_station_years,n_reconstructions
G_PLUS_P,INTERP_LOGLINEAR,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.005292801797500259,0.0027866589632350764,0.008185098919960467,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.11157391763742774,-0.21526855855151006,0.025055604336904087,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.006996739331642299,-0.032457708786631095,0.013074963726383317,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.1044235095114686,0.03726562054664828,0.21368467036215963,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0026822052424246845,-0.04303438423806055,0.03361942996332658,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0036565193159212583,-0.010547840446584873,0.01657710680270946,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.05724573201140787,0.030888550370277684,0.0897438418923908,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.018764695224776515,-0.03284222200357346,-0.0003438826846652348,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.00502553032227469,-0.013608510474333998,0.00036284755429921505,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.011955804183054801,0.00423073101784257,0.02413076204588339,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0030457887618805385,-0.006928030975327887,0.00018051557632383784,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0011006347654129028,-0.0034386207761403173,0.0006284079303606005,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_INVERSE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.006630957356639642,0.003546622782463822,0.010428901396583517,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0009935844688899742,-0.013322835000027861,0.026373317672195414,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0034961975948026303,-0.0047560756024798935,0.011554729972558285,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.002662807233345832,-0.015651119064839177,0.022729731639796216,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.011466430963946617,-0.009742850854939164,0.030184509591114524,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.001997060547674845,-0.005440551638811533,0.00968695657634592,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.002721103212035194,-0.017440526441798013,0.022400849332209177,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0011593388723495496,-0.002353785393753663,0.0012705955934440285,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0004097876103921136,-0.0006090144747091944,0.0013340206972877735,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.0003541131917437247,-0.001638430996050858,0.00249563575259407,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.0003520726487452816,-0.001133559744759925,0.0015287987285481867,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.000527715005924221,-0.0005085137175222545,0.0014139611057297251,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,M_AUX_UNIFORM,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.0003640251731017101,-0.0018451273483027597,0.0024957108886474273,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.3637895309680168,-0.49942741063355867,-0.23147124167428068,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.2085087385442243,-0.29811107271775344,-0.13718129449263017,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.08957459434002289,0.0007690048695222197,0.18866061189725375,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.309876477145984,-0.40491665303783086,-0.20504419965384324,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.1725282200121585,-0.22548161129611816,-0.12710421444840872,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.10165316819366921,0.015644682752715758,0.20204480166458816,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775,,
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.013056094079398076,-0.025686002988691902,-0.00921153837065517,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.013497305599700488,-0.019220451460544002,-0.008460973326468967,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.010250550105665602,0.0001501174181443899,0.021562959652864807,378,21,1,station,20260921,2000,c558913d93016eab3c3970ab4e8280b575332b339b25456a6ef9b1d60763b854,42.0,378.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.019587166975579044,-0.027730868069930508,-0.011350065078576879,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.013070751131667065,-0.019244618913701515,-0.007851808172993606,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
G_PLUS_P,PM_RIDGE,dispersed_mod9,foldwise_sampled_mean_recovery,common_bracketable_replacements,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.011628590200486493,0.0016496161072050602,0.023141752717443016,360,20,1,station,20260921,2000,3e0ef5473342981884636471b6f5432f930a746d511ac18b3775e8a4f524d2af,40.0,360.0
